id	name	type	population
310M200US36940	Owatonna Micro Area (MN)	msa	36512
0500000US27147	"Steele County, MN"	county	36512
8600000US93454	93454 ZIP Code	zip_code	36509
8600000US00985	00985 ZIP Code	zip_code	36507
8600000US30189	30189 ZIP Code	zip_code	36506
8600000US20735	20735 ZIP Code	zip_code	36505
8600000US64804	64804 ZIP Code	zip_code	36502
0500000US26061	"Houghton County, MI"	county	36494
8600000US35216	35216 ZIP Code	zip_code	36494
310M200US13700	Big Spring Micro Area (TX)	msa	36473
8600000US63010	63010 ZIP Code	zip_code	36472
1600000US0646114	"Martinez, CA"	place	36471
1600000US0854330	"Northglenn, CO"	place	36471
8600000US20109	20109 ZIP Code	zip_code	36470
8600000US00783	00783 ZIP Code	zip_code	36466
0500000US51149	"Prince George County, VA"	county	36462
1600000US0653070	"Oakley, CA"	place	36443
0500000US54045	"Logan County, WV"	county	36442
310M200US30880	Logan Micro Area (WV)	msa	36442
8600000US29588	29588 ZIP Code	zip_code	36438
8600000US55330	55330 ZIP Code	zip_code	36438
8600000US03103	03103 ZIP Code	zip_code	36432
8600000US75063	75063 ZIP Code	zip_code	36425
8600000US21701	21701 ZIP Code	zip_code	36417
8600000US75154	75154 ZIP Code	zip_code	36411
8600000US38301	38301 ZIP Code	zip_code	36403
8600000US27103	27103 ZIP Code	zip_code	36396
8600000US28562	28562 ZIP Code	zip_code	36394
8600000US85208	85208 ZIP Code	zip_code	36389
8600000US78109	78109 ZIP Code	zip_code	36384
1600000US4827648	"Friendswood, TX"	place	36375
8600000US20817	20817 ZIP Code	zip_code	36370
8600000US98026	98026 ZIP Code	zip_code	36370
8600000US84088	84088 ZIP Code	zip_code	36360
8600000US20785	20785 ZIP Code	zip_code	36357
8600000US80128	80128 ZIP Code	zip_code	36353
8600000US63701	63701 ZIP Code	zip_code	36346
8600000US78552	78552 ZIP Code	zip_code	36331
8600000US88310	88310 ZIP Code	zip_code	36328
8600000US98006	98006 ZIP Code	zip_code	36327
8600000US49441	49441 ZIP Code	zip_code	36322
310M200US26780	Hutchinson Micro Area (MN)	msa	36321
0500000US27085	"McLeod County, MN"	county	36321
8600000US44120	44120 ZIP Code	zip_code	36313
8600000US63114	63114 ZIP Code	zip_code	36307
1600000US1202681	"Aventura, FL"	place	36307
8600000US90505	90505 ZIP Code	zip_code	36306
8600000US77469	77469 ZIP Code	zip_code	36305
8600000US62702	62702 ZIP Code	zip_code	36300
8600000US72143	72143 ZIP Code	zip_code	36293
8600000US78665	78665 ZIP Code	zip_code	36291
8600000US92706	92706 ZIP Code	zip_code	36287
310M200US47080	Vidalia Micro Area (GA)	msa	36279
0500000US29225	"Webster County, MO"	county	36274
1600000US4877272	"Weslaco, TX"	place	36273
8600000US84790	84790 ZIP Code	zip_code	36269
310M200US10820	Alexandria Micro Area (MN)	msa	36264
0500000US27041	"Douglas County, MN"	county	36264
1600000US3932592	"Grove City, OH"	place	36261
0500000US72053	"Fajardo Municipio, PR"	county	36252
8600000US78573	78573 ZIP Code	zip_code	36251
8600000US06611	06611 ZIP Code	zip_code	36251
1600000US0977270	"Trumbull, CT"	place	36251
8600000US97128	97128 ZIP Code	zip_code	36250
8600000US48239	48239 ZIP Code	zip_code	36245
8600000US70508	70508 ZIP Code	zip_code	36238
0500000US20035	"Cowley County, KS"	county	36232
310M200US11680	Arkansas City Micro Area (KS)	msa	36232
8600000US85260	85260 ZIP Code	zip_code	36226
8600000US02150	02150 ZIP Code	zip_code	36222
1600000US2513205	"Chelsea, MA"	place	36222
1600000US0644028	"Los Banos, CA"	place	36219
8600000US19132	19132 ZIP Code	zip_code	36218
8600000US94606	94606 ZIP Code	zip_code	36214
1600000US1366668	"Rome, GA"	place	36211
8600000US76522	76522 ZIP Code	zip_code	36207
1600000US1254700	"Panama City, FL"	place	36205
8600000US89107	89107 ZIP Code	zip_code	36204
8600000US48430	48430 ZIP Code	zip_code	36202
310M200US29900	Laurinburg Micro Area (NC)	msa	36201
8600000US95062	95062 ZIP Code	zip_code	36201
0500000US37165	"Scotland County, NC"	county	36201
1600000US2953876	"Oakville, MO"	place	36197
8600000US95928	95928 ZIP Code	zip_code	36194
8600000US11105	11105 ZIP Code	zip_code	36190
8600000US85392	85392 ZIP Code	zip_code	36187
1600000US0402830	"Apache Junction, AZ"	place	36181
8600000US82001	82001 ZIP Code	zip_code	36161
1600000US2416875	"Chillum, MD"	place	36151
310M200US38380	Plainview Micro Area (TX)	msa	36150
0500000US48189	"Hale County, TX"	county	36150
8600000US73170	73170 ZIP Code	zip_code	36146
8600000US91768	91768 ZIP Code	zip_code	36142
8600000US71854	71854 ZIP Code	zip_code	36134
8600000US61701	61701 ZIP Code	zip_code	36129
0500000US31111	"Lincoln County, NE"	county	36128
8600000US77571	77571 ZIP Code	zip_code	36116
8600000US90810	90810 ZIP Code	zip_code	36113
8600000US32257	32257 ZIP Code	zip_code	36113
8600000US19083	19083 ZIP Code	zip_code	36111
1600000US3726880	"Goldsboro, NC"	place	36110
1600000US5340840	"Lynnwood, WA"	place	36107
8600000US90036	90036 ZIP Code	zip_code	36101
8600000US14624	14624 ZIP Code	zip_code	36097
8600000US80004	80004 ZIP Code	zip_code	36093
8600000US33880	33880 ZIP Code	zip_code	36076
8600000US28117	28117 ZIP Code	zip_code	36076
8600000US32137	32137 ZIP Code	zip_code	36076
8600000US30311	30311 ZIP Code	zip_code	36074
1600000US4848772	"Mission Bend, TX"	place	36072
8600000US98908	98908 ZIP Code	zip_code	36063
1600000US0976500	"Torrington, CT"	place	36061
8600000US53207	53207 ZIP Code	zip_code	36058
8600000US76706	76706 ZIP Code	zip_code	36055
8600000US72758	72758 ZIP Code	zip_code	36055
8600000US60612	60612 ZIP Code	zip_code	36052
0500000US39127	"Perry County, OH"	county	36051
1600000US2507740	"Braintree Town, MA"	place	36051
8600000US02184	02184 ZIP Code	zip_code	36051
8600000US77477	77477 ZIP Code	zip_code	36043
1600000US1273700	"Valrico, FL"	place	36043
1600000US4004450	"Bartlesville, OK"	place	36035
8600000US92807	92807 ZIP Code	zip_code	36027
8600000US72450	72450 ZIP Code	zip_code	36018
8600000US06790	06790 ZIP Code	zip_code	36017
8600000US02139	02139 ZIP Code	zip_code	36015
8600000US91711	91711 ZIP Code	zip_code	36011
8600000US99206	99206 ZIP Code	zip_code	36010
0500000US13299	"Ware County, GA"	county	36008
8600000US45342	45342 ZIP Code	zip_code	36006
8600000US84084	84084 ZIP Code	zip_code	36006
8600000US37209	37209 ZIP Code	zip_code	36000
1600000US3624273	"Elmont, NY"	place	35991
8600000US60185	60185 ZIP Code	zip_code	35974
8600000US07109	07109 ZIP Code	zip_code	35973
8600000US70458	70458 ZIP Code	zip_code	35971
8600000US77063	77063 ZIP Code	zip_code	35961
8600000US32065	32065 ZIP Code	zip_code	35947
8600000US74014	74014 ZIP Code	zip_code	35943
8600000US32224	32224 ZIP Code	zip_code	35939
0500000US51083	"Halifax County, VA"	county	35938
8600000US92508	92508 ZIP Code	zip_code	35937
8600000US98031	98031 ZIP Code	zip_code	35936
8600000US32955	32955 ZIP Code	zip_code	35927
8600000US72762	72762 ZIP Code	zip_code	35924
8600000US95667	95667 ZIP Code	zip_code	35924
8600000US06040	06040 ZIP Code	zip_code	35918
8600000US92101	92101 ZIP Code	zip_code	35914
8600000US95765	95765 ZIP Code	zip_code	35914
8600000US91326	91326 ZIP Code	zip_code	35900
8600000US95128	95128 ZIP Code	zip_code	35898
8600000US73120	73120 ZIP Code	zip_code	35891
0500000US22011	"Beauregard Parish, LA"	county	35891
310M200US19760	DeRidder Micro Area (LA)	msa	35891
8600000US23224	23224 ZIP Code	zip_code	35885
8600000US77506	77506 ZIP Code	zip_code	35875
8600000US50315	50315 ZIP Code	zip_code	35873
0500000US55085	"Oneida County, WI"	county	35868
8600000US55423	55423 ZIP Code	zip_code	35868
8600000US88001	88001 ZIP Code	zip_code	35863
8600000US93021	93021 ZIP Code	zip_code	35847
1600000US0444270	"Marana, AZ"	place	35844
8600000US58201	58201 ZIP Code	zip_code	35843
8600000US29607	29607 ZIP Code	zip_code	35840
8600000US20901	20901 ZIP Code	zip_code	35837
8600000US84401	84401 ZIP Code	zip_code	35836
8600000US95205	95205 ZIP Code	zip_code	35831
8600000US11379	11379 ZIP Code	zip_code	35822
8600000US96740	96740 ZIP Code	zip_code	35818
0500000US48241	"Jasper County, TX"	county	35797
8600000US61820	61820 ZIP Code	zip_code	35792
8600000US62521	62521 ZIP Code	zip_code	35787
1600000US0678148	"Temple City, CA"	place	35772
8600000US48234	48234 ZIP Code	zip_code	35769
8600000US93657	93657 ZIP Code	zip_code	35768
8600000US30060	30060 ZIP Code	zip_code	35761
1600000US3617530	"Commack, NY"	place	35757
8600000US53051	53051 ZIP Code	zip_code	35755
1600000US1278250	"Winter Garden, FL"	place	35750
0500000US19111	"Lee County, IA"	county	35736
8600000US80014	80014 ZIP Code	zip_code	35735
8600000US19128	19128 ZIP Code	zip_code	35720
0500000US21235	"Whitley County, KY"	county	35718
1600000US5551000	"Menomonee Falls, WI"	place	35708
8600000US23453	23453 ZIP Code	zip_code	35707
1600000US0604870	"Bell, CA"	place	35704
1600000US0640326	"La Presa, CA"	place	35702
8600000US77035	77035 ZIP Code	zip_code	35699
8600000US32506	32506 ZIP Code	zip_code	35694
8600000US98444	98444 ZIP Code	zip_code	35693
8600000US48186	48186 ZIP Code	zip_code	35689
8600000US17404	17404 ZIP Code	zip_code	35687
8600000US60030	60030 ZIP Code	zip_code	35685
8600000US61704	61704 ZIP Code	zip_code	35677
8600000US08080	08080 ZIP Code	zip_code	35672
8600000US19063	19063 ZIP Code	zip_code	35666
8600000US76248	76248 ZIP Code	zip_code	35660
8600000US46033	46033 ZIP Code	zip_code	35659
1600000US3966390	"Reynoldsburg, OH"	place	35652
1600000US5527300	"Franklin, WI"	place	35649
1600000US5158472	"Oakton, VA"	place	35644
8600000US83440	83440 ZIP Code	zip_code	35636
8600000US23503	23503 ZIP Code	zip_code	35632
8600000US95993	95993 ZIP Code	zip_code	35628
8600000US55987	55987 ZIP Code	zip_code	35624
1600000US3424420	"Fort Lee, NJ"	place	35617
1600000US2754214	"Richfield, MN"	place	35616
0500000US29009	"Barry County, MO"	county	35614
8600000US98584	98584 ZIP Code	zip_code	35611
0500000US21049	"Clark County, KY"	county	35608
8600000US07024	07024 ZIP Code	zip_code	35607
8600000US28412	28412 ZIP Code	zip_code	35602
1600000US3921434	"Delaware, OH"	place	35599
0500000US47029	"Cocke County, TN"	county	35596
310M200US35460	Newport Micro Area (TN)	msa	35596
0500000US54025	"Greenbrier County, WV"	county	35588
1600000US2039000	"Leavenworth, KS"	place	35586
8600000US95838	95838 ZIP Code	zip_code	35584
310M200US27920	Junction City Micro Area (KS)	msa	35583
0500000US20061	"Geary County, KS"	county	35583
1600000US4819792	"Del Rio, TX"	place	35578
8600000US86314	86314 ZIP Code	zip_code	35577
8600000US01545	01545 ZIP Code	zip_code	35575
0500000US48071	"Chambers County, TX"	county	35570
1600000US2979820	"Wildwood, MO"	place	35568
1600000US0634120	"Hollister, CA"	place	35558
8600000US02138	02138 ZIP Code	zip_code	35554
1600000US1350036	"Martinez, GA"	place	35543
8600000US85251	85251 ZIP Code	zip_code	35541
8600000US77489	77489 ZIP Code	zip_code	35540
310M200US19940	Dixon Micro Area (IL)	msa	35535
0500000US17103	"Lee County, IL"	county	35535
0500000US29105	"Laclede County, MO"	county	35535
310M200US30060	Lebanon Micro Area (MO)	msa	35535
8600000US60441	60441 ZIP Code	zip_code	35532
1600000US4971290	"Spanish Fork, UT"	place	35525
8600000US30084	30084 ZIP Code	zip_code	35524
8600000US85756	85756 ZIP Code	zip_code	35522
8600000US77034	77034 ZIP Code	zip_code	35514
8600000US90260	90260 ZIP Code	zip_code	35508
8600000US90621	90621 ZIP Code	zip_code	35507
1600000US4845072	"Lufkin, TX"	place	35505
8600000US38018	38018 ZIP Code	zip_code	35504
8600000US72023	72023 ZIP Code	zip_code	35496
8600000US29412	29412 ZIP Code	zip_code	35493
8600000US80220	80220 ZIP Code	zip_code	35486
8600000US95691	95691 ZIP Code	zip_code	35485
8600000US38671	38671 ZIP Code	zip_code	35476
8600000US33135	33135 ZIP Code	zip_code	35470
0500000US19179	"Wapello County, IA"	county	35469
8600000US46902	46902 ZIP Code	zip_code	35465
8600000US80210	80210 ZIP Code	zip_code	35464
8600000US32526	32526 ZIP Code	zip_code	35457
8600000US23321	23321 ZIP Code	zip_code	35453
8600000US19013	19013 ZIP Code	zip_code	35451
1600000US0533400	"Hot Springs, AR"	place	35451
0500000US17137	"Morgan County, IL"	county	35424
8600000US66048	66048 ZIP Code	zip_code	35424
1600000US1218575	"Dunedin, FL"	place	35421
8600000US33317	33317 ZIP Code	zip_code	35414
8600000US73401	73401 ZIP Code	zip_code	35411
8600000US91350	91350 ZIP Code	zip_code	35410
1600000US1848528	"Merrillville, IN"	place	35404
1600000US1239075	"Lake Worth, FL"	place	35401
8600000US28052	28052 ZIP Code	zip_code	35400
1600000US1257550	"Plant City, FL"	place	35398
0500000US27017	"Carlton County, MN"	county	35398
8600000US50317	50317 ZIP Code	zip_code	35391
8600000US36330	36330 ZIP Code	zip_code	35391
8600000US79707	79707 ZIP Code	zip_code	35381
8600000US98203	98203 ZIP Code	zip_code	35378
0500000US51093	"Isle of Wight County, VA"	county	35373
8600000US32566	32566 ZIP Code	zip_code	35373
8600000US91722	91722 ZIP Code	zip_code	35370
8600000US30161	30161 ZIP Code	zip_code	35367
8600000US77024	77024 ZIP Code	zip_code	35367
8600000US85048	85048 ZIP Code	zip_code	35362
310M200US42900	Seneca Falls Micro Area (NY)	msa	35359
0500000US36099	"Seneca County, NY"	county	35359
8600000US53219	53219 ZIP Code	zip_code	35358
8600000US33173	33173 ZIP Code	zip_code	35354
8600000US75701	75701 ZIP Code	zip_code	35348
8600000US11710	11710 ZIP Code	zip_code	35345
8600000US80003	80003 ZIP Code	zip_code	35337
8600000US44094	44094 ZIP Code	zip_code	35334
8600000US40517	40517 ZIP Code	zip_code	35333
8600000US77092	77092 ZIP Code	zip_code	35332
8600000US90266	90266 ZIP Code	zip_code	35324
1600000US0645400	"Manhattan Beach, CA"	place	35324
8600000US98503	98503 ZIP Code	zip_code	35316
1600000US3253800	"Pahrump, NV"	place	35314
8600000US90049	90049 ZIP Code	zip_code	35310
8600000US94124	94124 ZIP Code	zip_code	35309
1600000US2975220	"University City, MO"	place	35305
8600000US40391	40391 ZIP Code	zip_code	35298
0500000US48227	"Howard County, TX"	county	35297
310M200US44860	Sulphur Springs Micro Area (TX)	msa	35295
0500000US48223	"Hopkins County, TX"	county	35295
1600000US1949485	"Marion, IA"	place	35289
8600000US52722	52722 ZIP Code	zip_code	35289
1600000US4940470	"Kearns, UT"	place	35282
8600000US33309	33309 ZIP Code	zip_code	35279
8600000US32209	32209 ZIP Code	zip_code	35279
8600000US77406	77406 ZIP Code	zip_code	35276
8600000US94590	94590 ZIP Code	zip_code	35263
8600000US24401	24401 ZIP Code	zip_code	35256
8600000US29910	29910 ZIP Code	zip_code	35253
8600000US63385	63385 ZIP Code	zip_code	35253
1600000US0613756	"Claremont, CA"	place	35252
8600000US91321	91321 ZIP Code	zip_code	35243
8600000US92672	92672 ZIP Code	zip_code	35224
8600000US48910	48910 ZIP Code	zip_code	35218
8600000US23231	23231 ZIP Code	zip_code	35211
8600000US97526	97526 ZIP Code	zip_code	35208
8600000US19047	19047 ZIP Code	zip_code	35202
8600000US30102	30102 ZIP Code	zip_code	35198
8600000US98198	98198 ZIP Code	zip_code	35197
0500000US23023	"Sagadahoc County, ME"	county	35194
8600000US92675	92675 ZIP Code	zip_code	35192
8600000US21014	21014 ZIP Code	zip_code	35192
8600000US64801	64801 ZIP Code	zip_code	35191
8600000US85741	85741 ZIP Code	zip_code	35191
8600000US17011	17011 ZIP Code	zip_code	35184
8600000US77471	77471 ZIP Code	zip_code	35184
8600000US76014	76014 ZIP Code	zip_code	35175
1600000US3907454	"Boardman, OH"	place	35173
8600000US30223	30223 ZIP Code	zip_code	35169
8600000US71106	71106 ZIP Code	zip_code	35163
8600000US91340	91340 ZIP Code	zip_code	35161
1600000US0668028	"San Juan Capistrano, CA"	place	35160
8600000US46060	46060 ZIP Code	zip_code	35159
8600000US80909	80909 ZIP Code	zip_code	35158
8600000US29605	29605 ZIP Code	zip_code	35157
8600000US49503	49503 ZIP Code	zip_code	35157
0500000US40087	"McClain County, OK"	county	35155
8600000US46224	46224 ZIP Code	zip_code	35147
8600000US68104	68104 ZIP Code	zip_code	35146
1600000US2874840	"Tupelo, MS"	place	35143
8600000US27612	27612 ZIP Code	zip_code	35127
8600000US93703	93703 ZIP Code	zip_code	35127
8600000US17402	17402 ZIP Code	zip_code	35126
8600000US53211	53211 ZIP Code	zip_code	35125
8600000US80601	80601 ZIP Code	zip_code	35125
8600000US08096	08096 ZIP Code	zip_code	35116
8600000US97222	97222 ZIP Code	zip_code	35108
8600000US91362	91362 ZIP Code	zip_code	35093
8600000US32714	32714 ZIP Code	zip_code	35085
8600000US92240	92240 ZIP Code	zip_code	35078
8600000US45373	45373 ZIP Code	zip_code	35078
8600000US30087	30087 ZIP Code	zip_code	35077
8600000US14612	14612 ZIP Code	zip_code	35070
0500000US72125	"San Germán Municipio, PR"	county	35070
8600000US28054	28054 ZIP Code	zip_code	35058
0500000US48217	"Hill County, TX"	county	35051
8600000US92394	92394 ZIP Code	zip_code	35027
8600000US51501	51501 ZIP Code	zip_code	35025
8600000US80521	80521 ZIP Code	zip_code	35023
8600000US19147	19147 ZIP Code	zip_code	35014
8600000US27127	27127 ZIP Code	zip_code	35007
8600000US23220	23220 ZIP Code	zip_code	35002
8600000US76513	76513 ZIP Code	zip_code	35001
0500000US31119	"Madison County, NE"	county	34995
1600000US4716540	"Columbia, TN"	place	34987
8600000US53132	53132 ZIP Code	zip_code	34983
8600000US85132	85132 ZIP Code	zip_code	34981
8600000US94555	94555 ZIP Code	zip_code	34973
8600000US71360	71360 ZIP Code	zip_code	34973
8600000US92831	92831 ZIP Code	zip_code	34970
0500000US37017	"Bladen County, NC"	county	34969
8600000US93012	93012 ZIP Code	zip_code	34964
8600000US12590	12590 ZIP Code	zip_code	34962
8600000US39532	39532 ZIP Code	zip_code	34953
0500000US48259	"Kendall County, TX"	county	34951
8600000US53188	53188 ZIP Code	zip_code	34950
8600000US31705	31705 ZIP Code	zip_code	34946
8600000US94583	94583 ZIP Code	zip_code	34937
0500000US39117	"Morrow County, OH"	county	34932
8600000US02302	02302 ZIP Code	zip_code	34929
8600000US23323	23323 ZIP Code	zip_code	34915
8600000US06053	06053 ZIP Code	zip_code	34915
8600000US75248	75248 ZIP Code	zip_code	34902
8600000US47630	47630 ZIP Code	zip_code	34898
1600000US2713456	"Cottage Grove, MN"	place	34897
8600000US77096	77096 ZIP Code	zip_code	34891
8600000US91780	91780 ZIP Code	zip_code	34890
8600000US20877	20877 ZIP Code	zip_code	34886
8600000US30269	30269 ZIP Code	zip_code	34879
0500000US28085	"Lincoln County, MS"	county	34870
310M200US15020	Brookhaven Micro Area (MS)	msa	34870
0500000US20125	"Montgomery County, KS"	county	34869
310M200US17700	Coffeyville Micro Area (KS)	msa	34869
8600000US60139	60139 ZIP Code	zip_code	34867
8600000US06824	06824 ZIP Code	zip_code	34864
8600000US93561	93561 ZIP Code	zip_code	34851
8600000US77076	77076 ZIP Code	zip_code	34851
8600000US12401	12401 ZIP Code	zip_code	34844
8600000US88220	88220 ZIP Code	zip_code	34840
8600000US46220	46220 ZIP Code	zip_code	34838
8600000US19146	19146 ZIP Code	zip_code	34837
8600000US07017	07017 ZIP Code	zip_code	34813
8600000US00627	00627 ZIP Code	zip_code	34806
0500000US72027	"Camuy Municipio, PR"	county	34806
8600000US57103	57103 ZIP Code	zip_code	34784
0500000US47183	"Weakley County, TN"	county	34779
310M200US32280	Martin Micro Area (TN)	msa	34779
0500000US51155	"Pulaski County, VA"	county	34768
8600000US97322	97322 ZIP Code	zip_code	34766
8600000US31909	31909 ZIP Code	zip_code	34763
8600000US11364	11364 ZIP Code	zip_code	34751
1600000US3974944	"Stow, OH"	place	34750
8600000US30046	30046 ZIP Code	zip_code	34744
1600000US1325720	"East Point, GA"	place	34737
1600000US0159472	"Phenix City, AL"	place	34737
1600000US1244275	"Merritt Island, FL"	place	34731
8600000US34746	34746 ZIP Code	zip_code	34727
8600000US19606	19606 ZIP Code	zip_code	34724
0500000US20079	"Harvey County, KS"	county	34722
8600000US01604	01604 ZIP Code	zip_code	34720
1600000US2606020	"Bay City, MI"	place	34717
1600000US0684410	"West Hollywood, CA"	place	34709
1600000US0649138	"Moorpark, CA"	place	34707
1600000US1262100	"Royal Palm Beach, FL"	place	34699
8600000US53214	53214 ZIP Code	zip_code	34696
1600000US3532520	"Hobbs, NM"	place	34684
8600000US61008	61008 ZIP Code	zip_code	34683
8600000US32707	32707 ZIP Code	zip_code	34681
8600000US30078	30078 ZIP Code	zip_code	34676
8600000US55082	55082 ZIP Code	zip_code	34673
1600000US4130550	"Grants Pass, OR"	place	34672
8600000US29407	29407 ZIP Code	zip_code	34658
8600000US76021	76021 ZIP Code	zip_code	34655
8600000US44122	44122 ZIP Code	zip_code	34654
0500000US45027	"Clarendon County, SC"	county	34652
0500000US17021	"Christian County, IL"	county	34651
0500000US12027	"DeSoto County, FL"	county	34651
310M200US11580	Arcadia Micro Area (FL)	msa	34651
310M200US45380	Taylorville Micro Area (IL)	msa	34651
8600000US75224	75224 ZIP Code	zip_code	34640
8600000US97756	97756 ZIP Code	zip_code	34639
8600000US90277	90277 ZIP Code	zip_code	34635
8600000US70115	70115 ZIP Code	zip_code	34633
8600000US61401	61401 ZIP Code	zip_code	34631
0500000US55019	"Clark County, WI"	county	34630
8600000US31406	31406 ZIP Code	zip_code	34607
8600000US30274	30274 ZIP Code	zip_code	34607
8600000US29414	29414 ZIP Code	zip_code	34605
8600000US55016	55016 ZIP Code	zip_code	34601
8600000US95688	95688 ZIP Code	zip_code	34599
1600000US1253575	"Oviedo, FL"	place	34595
0500000US17011	"Bureau County, IL"	county	34594
8600000US53154	53154 ZIP Code	zip_code	34580
1600000US5558800	"Oak Creek, WI"	place	34580
8600000US19138	19138 ZIP Code	zip_code	34573
8600000US33351	33351 ZIP Code	zip_code	34570
8600000US53186	53186 ZIP Code	zip_code	34570
8600000US85635	85635 ZIP Code	zip_code	34563
8600000US32780	32780 ZIP Code	zip_code	34562
8600000US16101	16101 ZIP Code	zip_code	34561
1600000US1278275	"Winter Haven, FL"	place	34561
1600000US1359724	"Peachtree City, GA"	place	34560
0500000US28107	"Panola County, MS"	county	34558
1600000US4865516	"San Juan, TX"	place	34556
8600000US33056	33056 ZIP Code	zip_code	34550
8600000US33844	33844 ZIP Code	zip_code	34536
8600000US60046	60046 ZIP Code	zip_code	34534
8600000US11102	11102 ZIP Code	zip_code	34529
8600000US44601	44601 ZIP Code	zip_code	34527
8600000US84096	84096 ZIP Code	zip_code	34527
8600000US54311	54311 ZIP Code	zip_code	34526
8600000US47714	47714 ZIP Code	zip_code	34523
8600000US27704	27704 ZIP Code	zip_code	34517
8600000US60451	60451 ZIP Code	zip_code	34516
8600000US15701	15701 ZIP Code	zip_code	34509
8600000US00738	00738 ZIP Code	zip_code	34492
8600000US33619	33619 ZIP Code	zip_code	34486
8600000US63901	63901 ZIP Code	zip_code	34486
8600000US28208	28208 ZIP Code	zip_code	34474
8600000US75069	75069 ZIP Code	zip_code	34471
8600000US37604	37604 ZIP Code	zip_code	34456
8600000US48035	48035 ZIP Code	zip_code	34439
8600000US79107	79107 ZIP Code	zip_code	34436
8600000US84106	84106 ZIP Code	zip_code	34432
8600000US94404	94404 ZIP Code	zip_code	34431
1600000US1331908	"Gainesville, GA"	place	34429
0500000US18001	"Adams County, IN"	county	34424
310M200US19540	Decatur Micro Area (IN)	msa	34424
8600000US78211	78211 ZIP Code	zip_code	34415
8600000US93612	93612 ZIP Code	zip_code	34415
8600000US40509	40509 ZIP Code	zip_code	34413
8600000US77338	77338 ZIP Code	zip_code	34410
8600000US32216	32216 ZIP Code	zip_code	34407
8600000US92543	92543 ZIP Code	zip_code	34406
8600000US17013	17013 ZIP Code	zip_code	34398
8600000US78749	78749 ZIP Code	zip_code	34392
8600000US37643	37643 ZIP Code	zip_code	34390
1600000US3909680	"Brunswick, OH"	place	34386
1600000US1528250	"Kaneohe, HI"	place	34386
8600000US21227	21227 ZIP Code	zip_code	34386
8600000US32503	32503 ZIP Code	zip_code	34382
8600000US46219	46219 ZIP Code	zip_code	34377
8600000US40515	40515 ZIP Code	zip_code	34375
8600000US46516	46516 ZIP Code	zip_code	34372
8600000US32547	32547 ZIP Code	zip_code	34365
8600000US27217	27217 ZIP Code	zip_code	34354
8600000US18951	18951 ZIP Code	zip_code	34354
1600000US1729730	"Glendale Heights, IL"	place	34351
1600000US0606308	"Beverly Hills, CA"	place	34341
0500000US39137	"Putnam County, OH"	county	34339
1600000US4254656	"Norristown, PA"	place	34330
8600000US33060	33060 ZIP Code	zip_code	34330
310M200US15580	Butte Micro Area (MT)	msa	34322
0500000US30093	"Silver Bow County, MT"	county	34322
8600000US70605	70605 ZIP Code	zip_code	34320
8600000US43016	43016 ZIP Code	zip_code	34316
8600000US34208	34208 ZIP Code	zip_code	34315
8600000US21225	21225 ZIP Code	zip_code	34315
8600000US37207	37207 ZIP Code	zip_code	34306
0500000US23015	"Lincoln County, ME"	county	34297
0500000US37055	"Dare County, NC"	county	34289
8600000US75081	75081 ZIP Code	zip_code	34286
310M200US20820	Effingham Micro Area (IL)	msa	34274
0500000US17049	"Effingham County, IL"	county	34274
8600000US30117	30117 ZIP Code	zip_code	34266
8600000US47802	47802 ZIP Code	zip_code	34260
8600000US79763	79763 ZIP Code	zip_code	34258
8600000US15235	15235 ZIP Code	zip_code	34257
8600000US31602	31602 ZIP Code	zip_code	34255
8600000US79720	79720 ZIP Code	zip_code	34255
8600000US25801	25801 ZIP Code	zip_code	34247
1600000US0808675	"Brighton, CO"	place	34247
1600000US1338964	"Hinesville, GA"	place	34243
8600000US79904	79904 ZIP Code	zip_code	34241
0500000US40081	"Lincoln County, OK"	county	34238
8600000US35601	35601 ZIP Code	zip_code	34236
8600000US75231	75231 ZIP Code	zip_code	34227
8600000US65301	65301 ZIP Code	zip_code	34227
1600000US5307380	"Bothell, WA"	place	34220
0500000US20057	"Ford County, KS"	county	34217
310M200US19980	Dodge City Micro Area (KS)	msa	34217
8600000US77090	77090 ZIP Code	zip_code	34201
8600000US80031	80031 ZIP Code	zip_code	34196
8600000US70068	70068 ZIP Code	zip_code	34192
8600000US89002	89002 ZIP Code	zip_code	34191
310M200US11420	Angola Micro Area (IN)	msa	34190
0500000US18151	"Steuben County, IN"	county	34190
8600000US11222	11222 ZIP Code	zip_code	34186
8600000US37922	37922 ZIP Code	zip_code	34186
8600000US83501	83501 ZIP Code	zip_code	34185
8600000US49426	49426 ZIP Code	zip_code	34183
8600000US02125	02125 ZIP Code	zip_code	34172
8600000US29063	29063 ZIP Code	zip_code	34172
1600000US2755852	"Roseville, MN"	place	34164
1600000US3733560	"Indian Trail, NC"	place	34146
310M200US46740	Valley Micro Area (AL)	msa	34145
0500000US01017	"Chambers County, AL"	county	34145
8600000US80017	80017 ZIP Code	zip_code	34144
8600000US20016	20016 ZIP Code	zip_code	34144
8600000US30705	30705 ZIP Code	zip_code	34139
8600000US30180	30180 ZIP Code	zip_code	34137
8600000US11231	11231 ZIP Code	zip_code	34137
8600000US17055	17055 ZIP Code	zip_code	34135
1600000US4841440	"La Porte, TX"	place	34127
1600000US2458900	"Olney, MD"	place	34121
1600000US1260230	"Richmond West, FL"	place	34119
