id	name	type	population
0500000US48485	"Wichita County, TX"	county	131358
1600000US4839148	"Killeen, TX"	place	131237
310M200US43420	Sierra Vista Metro Area (AZ)	msa	131038
0500000US04003	"Cochise County, AZ"	county	131038
0500000US18095	"Madison County, IN"	county	131027
1600000US4516000	"Columbia, SC"	place	131004
1600000US4983470	"West Valley City, UT"	place	130843
310M200US30020	Lawton Metro Area (OK)	msa	130757
310M200US38340	Pittsfield Metro Area (MA)	msa	130545
0500000US25003	"Berkshire County, MA"	county	130545
1600000US0952000	"New Haven, CT"	place	130338
1600000US2676460	"Sterling Heights, MI"	place	130209
0500000US22063	"Livingston Parish, LA"	county	130192
310M200US27180	Jackson Metro Area (TN)	msa	129988
310M200US49020	Winchester Metro Area (VA-WV)	msa	129786
0500000US13077	"Coweta County, GA"	county	129397
1600000US5305210	"Bellevue, WA"	place	129209
310M200US24020	Glens Falls Metro Area (NY)	msa	128821
0500000US35045	"San Juan County, NM"	county	128476
310M200US22140	Farmington Metro Area (NM)	msa	128476
0500000US13073	"Columbia County, GA"	county	128213
1600000US2052575	"Olathe, KS"	place	128050
1600000US0620802	"East Los Angeles, CA"	place	127897
1600000US2071000	"Topeka, KS"	place	127625
310M200US41140	St. Joseph Metro Area (MO-KS)	msa	127516
1600000US1912000	"Cedar Rapids, IA"	place	127420
1600000US0678582	"Thousand Oaks, CA"	place	127356
310M200US35100	New Bern Metro Area (NC)	msa	127350
0500000US39173	"Wood County, OH"	county	127325
0500000US34019	"Hunterdon County, NJ"	county	127047
310M200US30860	Logan Metro Area (UT-ID)	msa	126982
0500000US42013	"Blair County, PA"	county	126940
310M200US11020	Altoona Metro Area (PA)	msa	126940
310M200US25500	Harrisonburg Metro Area (VA)	msa	126811
310M200US30940	London Micro Area (KY)	msa	126761
310M200US16060	Carbondale Metro Area (IL)	msa	126661
0500000US44009	"Washington County, RI"	county	126627
0500000US05131	"Sebastian County, AR"	county	126536
1600000US4876000	"Waco, TX"	place	126406
0500000US27171	"Wright County, MN"	county	126142
1600000US3421000	"Elizabeth, NJ"	place	125888
1600000US1225175	"Gainesville, FL"	place	125845
1600000US0682954	"Visalia, CA"	place	125502
1600000US0937000	"Hartford, CT"	place	125130
1600000US1245975	"Miramar, FL"	place	124900
310M200US13220	Beckley Metro Area (WV)	msa	124882
1600000US0672016	"Simi Valley, CA"	place	124803
0500000US40031	"Comanche County, OK"	county	124591
0500000US51177	"Spotsylvania County, VA"	county	124319
1600000US0973000	"Stamford, CT"	place	123995
0500000US47179	"Washington County, TN"	county	123891
0500000US33017	"Strafford County, NH"	county	123836
0500000US47009	"Blount County, TN"	county	123722
1600000US4827684	"Frisco, TX"	place	123663
1600000US0616000	"Concord, CA"	place	123658
1600000US1214400	"Coral Springs, FL"	place	123476
310M200US31900	Mansfield Metro Area (OH)	msa	123387
0500000US39139	"Richland County, OH"	county	123387
0500000US37191	"Wayne County, NC"	county	123382
310M200US24140	Goldsboro Metro Area (NC)	msa	123382
310M200US48260	Weirton Metro Area (WV-OH)	msa	123377
1600000US4513330	"Charleston, SC"	place	123267
0500000US48381	"Randall County, TX"	county	123062
310M200US27860	Jonesboro Metro Area (AR)	msa	122801
310M200US25220	Hammond Metro Area (LA)	msa	122665
0500000US22105	"Tangipahoa Parish, LA"	county	122665
1600000US4813024	"Carrollton, TX"	place	122613
0500000US48183	"Gregg County, TX"	county	122258
1600000US0662938	"Roseville, CA"	place	122039
1600000US2240735	"Lafayette, LA"	place	122009
1600000US0877290	"Thornton, CO"	place	121814
0500000US36075	"Oswego County, NY"	county	121797
0500000US23011	"Kennebec County, ME"	county	121757
310M200US12300	Augusta Micro Area (ME)	msa	121757
0500000US48375	"Potter County, TX"	county	121526
310M200US43300	Sherman Metro Area (TX)	msa	121292
0500000US48181	"Grayson County, TX"	county	121292
0500000US21015	"Boone County, KY"	county	121214
0500000US22015	"Bossier Parish, LA"	county	119947
1600000US4801000	"Abilene, TX"	place	119721
1600000US1822000	"Evansville, IN"	place	119677
0500000US01103	"Morgan County, AL"	county	119673
0500000US40017	"Canadian County, OK"	county	119546
0500000US45077	"Pickens County, SC"	county	119483
0500000US13059	"Clarke County, GA"	county	118864
310M200US44420	Staunton Metro Area (VA)	msa	118814
0500000US37085	"Harnett County, NC"	county	118793
310M200US20380	Dunn Micro Area (NC)	msa	118793
1600000US0471510	"Surprise, AZ"	place	118784
1600000US3223770	"Enterprise, NV"	place	118746
0500000US48367	"Parker County, TX"	county	118478
1600000US4202000	"Allentown, PA"	place	118285
0500000US09015	"Windham County, CT"	county	118115
0500000US36045	"Jefferson County, NY"	county	118073
310M200US48060	Watertown Metro Area (NY)	msa	118073
1600000US4819972	"Denton, TX"	place	117895
310M200US13900	Bismarck Metro Area (ND)	msa	117878
1600000US0669084	"Santa Clara, CA"	place	117817
1600000US1303440	"Athens-Clarke County, GA"	place	117749
0500000US01015	"Calhoun County, AL"	county	117714
310M200US11500	Anniston Metro Area (AL)	msa	117714
310M200US10540	Albany Metro Area (OR)	msa	117648
0500000US41043	"Linn County, OR"	county	117648
0500000US53057	"Skagit County, WA"	county	117641
310M200US34580	Mount Vernon Metro Area (WA)	msa	117641
310M200US34620	Muncie Metro Area (IN)	msa	117575
0500000US18035	"Delaware County, IN"	county	117575
1600000US0682590	"Victorville, CA"	place	117551
1600000US4807000	"Beaumont, TX"	place	117478
1600000US0681666	"Vallejo, CA"	place	117079
0500000US47189	"Wilson County, TN"	county	116948
1600000US2935000	"Independence, MO"	place	116881
0500000US29097	"Jasper County, MO"	county	116803
310M200US17420	Cleveland Metro Area (TN)	msa	116793
0500000US42081	"Lycoming County, PA"	county	116604
310M200US48700	Williamsport Metro Area (PA)	msa	116604
1600000US1772000	"Springfield, IL"	place	116495
0500000US17093	"Kendall County, IL"	county	116366
0500000US42085	"Mercer County, PA"	county	116059
0500000US05045	"Faulkner County, AR"	county	115928
1600000US4848072	"Midland, TX"	place	115903
1600000US5335415	"Kent, WA"	place	115703
1600000US1759000	"Peoria, IL"	place	115466
0500000US21227	"Warren County, KY"	county	115438
0500000US55063	"La Crosse County, WI"	county	115420
310M200US36980	Owensboro Metro Area (KY)	msa	115362
1600000US2603000	"Ann Arbor, MI"	place	115331
0500000US55117	"Sheboygan County, WI"	county	115235
310M200US43100	Sheboygan Metro Area (WI)	msa	115235
0500000US39169	"Wayne County, OH"	county	114750
310M200US49300	Wooster Micro Area (OH)	msa	114750
8600000US79936	79936 ZIP Code	zip_code	114734
310M200US34100	Morristown Metro Area (TN)	msa	114480
1600000US0622230	"El Monte, CA"	place	114412
1600000US2646000	"Lansing, MI"	place	114274
0500000US49005	"Cache County, UT"	county	114181
1600000US4962470	"Provo, UT"	place	114179
1600000US0606000	"Berkeley, CA"	place	114037
8600000US60629	60629 ZIP Code	zip_code	113833
1600000US4052500	"Norman, OK"	place	113743
310M200US41660	San Angelo Metro Area (TX)	msa	113572
0500000US17099	"LaSalle County, IL"	county	113295
310M200US28100	Kankakee Metro Area (IL)	msa	112991
0500000US17091	"Kankakee County, IL"	county	112991
310M200US15260	Brunswick Metro Area (GA)	msa	112831
1600000US0619766	"Downey, CA"	place	112334
310M200US29940	Lawrence Metro Area (KS)	msa	112210
0500000US20045	"Douglas County, KS"	county	112210
310M200US36300	Ogdensburg Micro Area (NY)	msa	112097
0500000US36089	"St. Lawrence County, NY"	county	112097
0500000US48091	"Comal County, TX"	county	112083
0500000US48451	"Tom Green County, TX"	county	111969
0500000US22109	"Terrebonne Parish, LA"	county	111868
310M200US48300	Wenatchee Metro Area (WA)	msa	111854
1600000US4751560	"Murfreesboro, TN"	place	111814
0500000US26005	"Allegan County, MI"	county	111742
310M200US26090	Holland Micro Area (MI)	msa	111742
0500000US13185	"Lowndes County, GA"	county	111334
0500000US18091	"LaPorte County, IN"	county	111310
310M200US33140	Michigan City Metro Area (IN)	msa	111310
0500000US18019	"Clark County, IN"	county	111221
0500000US13045	"Carroll County, GA"	county	111160
1600000US2915670	"Columbia, MO"	place	111145
1600000US0616532	"Costa Mesa, CA"	place	110871
1600000US0636546	"Inglewood, CA"	place	110585
0500000US37019	"Brunswick County, NC"	county	110324
310M200US19500	Decatur Metro Area (IL)	msa	110262
0500000US17115	"Macon County, IL"	county	110262
0500000US30063	"Missoula County, MT"	county	110243
310M200US33540	Missoula Metro Area (MT)	msa	110243
1600000US0980000	"Waterbury, CT"	place	110052
1600000US3345140	"Manchester, NH"	place	109942
0500000US22005	"Ascension Parish, LA"	county	109920
0500000US05125	"Saline County, AR"	county	109844
1600000US1723074	"Elgin, IL"	place	109825
1600000US1245060	"Miami Gardens, FL"	place	109150
1600000US1212875	"Clearwater, FL"	place	108551
1600000US3774440	"Wilmington, NC"	place	108530
1600000US3825700	"Fargo, ND"	place	108371
0500000US36069	"Ontario County, NY"	county	108311
1600000US0803455	"Arvada, CO"	place	108300
1600000US2754880	"Rochester, MN"	place	108179
0500000US34041	"Warren County, NJ"	county	108150
0500000US18167	"Vigo County, IN"	county	108084
1600000US0883835	"Westminster, CO"	place	108042
8600000US11368	11368 ZIP Code	zip_code	107962
0500000US26045	"Eaton County, MI"	county	107920
0500000US45085	"Sumter County, SC"	county	107645
310M200US44940	Sumter Metro Area (SC)	msa	107645
310M200US30340	Lewiston Metro Area (ME)	msa	107634
0500000US23001	"Androscoggin County, ME"	county	107634
0500000US37089	"Henderson County, NC"	county	107583
1600000US0665042	"San Buenaventura, CA"	place	107551
1600000US2537000	"Lowell, MA"	place	107466
1600000US0862000	"Pueblo, CO"	place	107429
310M200US32940	Meridian Micro Area (MS)	msa	107334
0500000US04017	"Navajo County, AZ"	county	107326
310M200US43320	Show Low Micro Area (AZ)	msa	107326
0500000US26017	"Bay County, MI"	county	107312
310M200US13020	Bay City Metro Area (MI)	msa	107312
1600000US0611194	"Carlsbad, CA"	place	107307
310M200US40700	Roseburg Micro Area (OR)	msa	107286
0500000US41019	"Douglas County, OR"	county	107286
1600000US4131250	"Gresham, OR"	place	107196
8600000US00926	00926 ZIP Code	zip_code	107139
0500000US13113	"Fayette County, GA"	county	107105
310M200US15680	California Metro Area (MD)	msa	107079
0500000US24037	"St. Mary's County, MD"	county	107079
310M200US41400	Salem Micro Area (OH)	msa	107078
0500000US39029	"Columbiana County, OH"	county	107078
310M200US14140	Bluefield Micro Area (WV-VA)	msa	106925
1600000US0684200	"West Covina, CA"	place	106731
1600000US0623182	"Fairfield, CA"	place	106533
310M200US18260	Cookeville Micro Area (TN)	msa	106338
0500000US21093	"Hardin County, KY"	county	106211
1600000US4982950	"West Jordan, UT"	place	106118
310M200US19260	Danville Micro Area (VA)	msa	106073
1600000US0652526	"Norwalk, CA"	place	105940
8600000US90650	90650 ZIP Code	zip_code	105940
0500000US39003	"Allen County, OH"	county	105895
310M200US30620	Lima Metro Area (OH)	msa	105895
1600000US3006550	"Billings, MT"	place	105864
0500000US54003	"Berkeley County, WV"	county	105812
1600000US2511000	"Cambridge, MA"	place	105737
1600000US3731400	"High Point, NC"	place	105723
0500000US16019	"Bonneville County, ID"	county	105580
1600000US0660620	"Richmond, CA"	place	105280
0500000US48257	"Kaufman County, TX"	county	105220
1600000US1208150	"Brandon, FL"	place	105020
0500000US17037	"DeKalb County, IL"	county	104820
1600000US0650076	"Murrieta, CA"	place	104584
1600000US4879000	"Wichita Falls, TX"	place	104402
1600000US5531000	"Green Bay, WI"	place	104393
310M200US32420	Mayagüez Metro Area (PR)	msa	104312
0500000US01055	"Etowah County, AL"	county	104260
310M200US23460	Gadsden Metro Area (AL)	msa	104260
1600000US4853388	"Odessa, TX"	place	104223
1600000US4863500	"Round Rock, TX"	place	104070
0500000US37049	"Craven County, NC"	county	104041
1600000US0602252	"Antioch, CA"	place	104035
1600000US5322640	"Everett, WA"	place	103918
1600000US0608954	"Burbank, CA"	place	103850
1600000US1254000	"Palm Bay, FL"	place	103602
8600000US11220	11220 ZIP Code	zip_code	103089
0500000US39109	"Miami County, OH"	county	102867
0500000US46103	"Pennington County, SD"	county	102752
1600000US0812815	"Centennial, CO"	place	102625
0500000US55127	"Walworth County, WI"	county	102619
310M200US48580	Whitewater Micro Area (WI)	msa	102619
1600000US0678120	"Temecula, CA"	place	102605
1600000US0617918	"Daly City, CA"	place	102605
0500000US13313	"Whitfield County, GA"	county	102556
310M200US19060	Cumberland Metro Area (MD-WV)	msa	102409
0500000US01069	"Houston County, AL"	county	102326
0500000US36109	"Tompkins County, NY"	county	102270
310M200US27060	Ithaca Metro Area (NY)	msa	102270
1600000US2419125	"Columbia, MD"	place	102269
0500000US19193	"Woodbury County, IA"	county	102155
1600000US1239925	"Lehigh Acres, FL"	place	102127
310M200US31020	Longview Metro Area (WA)	msa	102110
0500000US53015	"Cowlitz County, WA"	county	102110
8600000US90201	90201 ZIP Code	zip_code	101932
1600000US1258050	"Pompano Beach, FL"	place	101749
0500000US55039	"Fond du Lac County, WI"	county	101666
310M200US22540	Fond du Lac Metro Area (WI)	msa	101666
1600000US2629000	"Flint, MI"	place	101649
0500000US29071	"Franklin County, MO"	county	101569
1600000US4861796	"Richardson, TX"	place	101528
0500000US42001	"Adams County, PA"	county	101496
310M200US23900	Gettysburg Metro Area (PA)	msa	101496
0500000US24015	"Cecil County, MD"	county	101435
1600000US4872656	"The Woodlands, TX"	place	101423
1600000US4224000	"Erie, PA"	place	101324
310M200US40080	Richmond Micro Area (KY)	msa	100973
8600000US90011	90011 ZIP Code	zip_code	100882
1600000US0836410	"Highlands Ranch, CO"	place	100875
1600000US1871000	"South Bend, IN"	place	100863
310M200US11780	Ashtabula Micro Area (OH)	msa	100835
0500000US39007	"Ashtabula County, OH"	county	100835
0500000US13217	"Newton County, GA"	county	100808
1600000US1276600	"West Palm Beach, FL"	place	100778
0500000US51003	"Albemarle County, VA"	county	100636
1600000US0621712	"El Cajon, CA"	place	100590
1600000US1919000	"Davenport, IA"	place	100564
8600000US91331	91331 ZIP Code	zip_code	100535
1600000US0660466	"Rialto, CA"	place	100479
1600000US4009050	"Broken Arrow, OK"	place	100464
310M200US46300	Twin Falls Micro Area (ID)	msa	100458
0500000US13015	"Bartow County, GA"	county	100382
1600000US0807850	"Boulder, CO"	place	100363
310M200US46100	Tullahoma Micro Area (TN)	msa	100343
0500000US51085	"Hanover County, VA"	county	100328
1600000US0669196	"Santa Maria, CA"	place	100152
0500000US47011	"Bradley County, TN"	county	100070
1600000US4550875	"North Charleston, SC"	place	100018
0500000US29037	"Cass County, MO"	county	99875
0500000US41071	"Yamhill County, OR"	county	99802
0500000US55035	"Eau Claire County, WI"	county	99788
1600000US1268350	"Spring Hill, FL"	place	99779
0500000US36079	"Putnam County, NY"	county	99718
0500000US24045	"Wicomico County, MD"	county	99683
1600000US5539225	"Kenosha, WI"	place	99535
0500000US26091	"Lenawee County, MI"	county	99505
310M200US10300	Adrian Micro Area (MI)	msa	99505
8600000US11385	11385 ZIP Code	zip_code	99379
8600000US77084	77084 ZIP Code	zip_code	99266
1600000US3539380	"Las Cruces, NM"	place	99186
8600000US11373	11373 ZIP Code	zip_code	99159
1600000US1238250	"Lakeland, FL"	place	98970
0500000US36101	"Steuben County, NY"	county	98951
310M200US18500	Corning Micro Area (NY)	msa	98951
310M200US24220	Grand Forks Metro Area (ND-MN)	msa	98879
8600000US10467	10467 ZIP Code	zip_code	98754
0500000US02090	"Fairbanks North Star Borough, AK"	county	98656
310M200US21820	Fairbanks Metro Area (AK)	msa	98656
310M200US37140	Paducah Micro Area (KY-IL)	msa	98641
1600000US0668252	"San Mateo, CA"	place	98601
310M200US38220	Pine Bluff Metro Area (AR)	msa	98578
0500000US06057	"Nevada County, CA"	county	98509
310M200US46020	Truckee Micro Area (CA)	msa	98509
0500000US54061	"Monongalia County, WV"	county	98483
8600000US92335	92335 ZIP Code	zip_code	98460
0500000US12119	"Sumter County, FL"	county	98409
310M200US45540	The Villages Metro Area (FL)	msa	98409
0500000US05031	"Craighead County, AR"	county	98398
1600000US4874144	"Tyler, TX"	place	98335
8600000US11226	11226 ZIP Code	zip_code	98325
310M200US42700	Sebring Metro Area (FL)	msa	98275
0500000US12055	"Highlands County, FL"	county	98275
0500000US47113	"Madison County, TN"	county	98261
1600000US3601000	"Albany, NY"	place	98142
1600000US0637692	"Jurupa Valley, CA"	place	97725
0500000US37045	"Cleveland County, NC"	county	97670
310M200US43140	Shelby Micro Area (NC)	msa	97670
1600000US4842508	"Lewisville, TX"	place	97462
8600000US60618	60618 ZIP Code	zip_code	97413
8600000US10025	10025 ZIP Code	zip_code	97390
1600000US5168000	"Roanoke, VA"	place	97355
0500000US51770	"Roanoke city, VA"	county	97355
310M200US31860	Mankato Metro Area (MN)	msa	97353
0500000US12035	"Flagler County, FL"	county	97301
0500000US21059	"Daviess County, KY"	county	97230
8600000US11236	11236 ZIP Code	zip_code	97217
0500000US28089	"Madison County, MS"	county	97151
1600000US4041850	"Lawton, OK"	place	97147
1600000US2621000	"Dearborn, MI"	place	97140
1600000US0614218	"Clovis, CA"	place	97100
1600000US0615044	"Compton, CA"	place	97040
8600000US11219	11219 ZIP Code	zip_code	96971
0500000US22057	"Lafourche Parish, LA"	county	96755
310M200US16020	Cape Girardeau Metro Area (MO-IL)	msa	96710
310M200US36140	Ocean City Metro Area (NJ)	msa	96684
0500000US34009	"Cape May County, NJ"	county	96684
0500000US72061	"Guaynabo Municipio, PR"	county	96670
0500000US54011	"Cabell County, WV"	county	96604
1600000US1368516	"Sandy Springs, GA"	place	96584
310M200US26300	Hot Springs Metro Area (AR)	msa	96547
0500000US05051	"Garland County, AR"	county	96547
1600000US2649000	"Livonia, MI"	place	96233
0500000US13115	"Floyd County, GA"	county	96147
310M200US40660	Rome Metro Area (GA)	msa	96147
1600000US4815976	"College Station, TX"	place	96000
0500000US51740	"Portsmouth city, VA"	county	95901
1600000US5164000	"Portsmouth, VA"	place	95901
8600000US77449	77449 ZIP Code	zip_code	95615
0500000US37127	"Nash County, NC"	county	95571
310M200US47020	Victoria Metro Area (TX)	msa	95349
310M200US31740	Manhattan Metro Area (KS)	msa	95252
0500000US72013	"Arecibo Municipio, PR"	county	95185
1600000US0682996	"Vista, CA"	place	95066
8600000US90280	90280 ZIP Code	zip_code	95000
1600000US0673080	"South Gate, CA"	place	95000
310M200US24940	Greenwood Micro Area (SC)	msa	94960
1600000US2545000	"New Bedford, MA"	place	94927
0500000US51121	"Montgomery County, VA"	county	94910
1600000US4864472	"San Angelo, TX"	place	94812
0500000US06101	"Sutter County, CA"	county	94787
310M200US44980	Sunbury Micro Area (PA)	msa	94444
0500000US42097	"Northumberland County, PA"	county	94444
310M200US20220	Dubuque Metro Area (IA)	msa	94411
0500000US19061	"Dubuque County, IA"	county	94411
1600000US0648256	"Mission Viejo, CA"	place	94311
8600000US11234	11234 ZIP Code	zip_code	94259
0500000US13095	"Dougherty County, GA"	county	94220
310M200US17220	Clarksburg Micro Area (WV)	msa	94197
1600000US0832155	"Greeley, CO"	place	94194
1600000US4856348	"Pearland, TX"	place	94098
8600000US90250	90250 ZIP Code	zip_code	93994
1600000US2509000	"Brockton, MA"	place	93911
1600000US4134100	"Hillsboro, OR"	place	93880
1600000US1216475	"Davie, FL"	place	93842
0500000US01095	"Marshall County, AL"	county	93699
310M200US10700	Albertville Micro Area (AL)	msa	93699
0500000US39055	"Geauga County, OH"	county	93610
1600000US5357745	"Renton, WA"	place	93601
8600000US11211	11211 ZIP Code	zip_code	93271
0500000US36117	"Wayne County, NY"	county	93224
1600000US0681554	"Vacaville, CA"	place	93137
8600000US11208	11208 ZIP Code	zip_code	93107
310M200US16940	Cheyenne Metro Area (WY)	msa	93073
0500000US56021	"Laramie County, WY"	county	93073
310M200US45180	Talladega Micro Area (AL)	msa	93043
8600000US90805	90805 ZIP Code	zip_code	92991
0500000US37157	"Rockingham County, NC"	county	92974
0500000US19155	"Pottawattamie County, IA"	county	92962
0500000US48037	"Bowie County, TX"	county	92851
0500000US51161	"Roanoke County, VA"	county	92824
0500000US27019	"Carver County, MN"	county	92770
0500000US01077	"Lauderdale County, AL"	county	92666
1600000US2555745	"Quincy, MA"	place	92595
8600000US08701	08701 ZIP Code	zip_code	92586
310M200US37620	Parkersburg Metro Area (WV)	msa	92575
0500000US39157	"Tuscarawas County, OH"	county	92528
310M200US35420	New Philadelphia Micro Area (OH)	msa	92528
1600000US0485540	"Yuma, AZ"	place	92492
8600000US11207	11207 ZIP Code	zip_code	92491
1600000US0177256	"Tuscaloosa, AL"	place	92461
1600000US5380010	"Yakima, WA"	place	92082
1600000US0611530	"Carson, CA"	place	91994
8600000US60639	60639 ZIP Code	zip_code	91934
1600000US0602553	"Arden-Arcade, CA"	place	91914
310M200US36700	Orangeburg Micro Area (SC)	msa	91836
0500000US45075	"Orangeburg County, SC"	county	91836
1600000US2941348	"Lee's Summit, MO"	place	91758
310M200US28060	Kalispell Micro Area (MT)	msa	91536
0500000US30029	"Flathead County, MT"	county	91536
0500000US02170	"Matanuska-Susitna Borough, AK"	county	91519
310M200US14580	Bozeman Micro Area (MT)	msa	91499
0500000US30031	"Gallatin County, MT"	county	91499
1600000US4105350	"Beaverton, OR"	place	91383
1600000US1349000	"Macon, GA"	place	91316
0500000US47155	"Sevier County, TN"	county	91295
310M200US42940	Sevierville Micro Area (TN)	msa	91295
310M200US14660	Brainerd Micro Area (MN)	msa	91227
1600000US3268400	"Sparks, NV"	place	91168
8600000US92503	92503 ZIP Code	zip_code	90989
1600000US1367284	"Roswell, GA"	place	90959
8600000US60632	60632 ZIP Code	zip_code	90845
0500000US29165	"Platte County, MO"	county	90842
1600000US0633434	"Hesperia, CA"	place	90804
1600000US2537490	"Lynn, MA"	place	90788
1600000US0670000	"Santa Monica, CA"	place	90752
0500000US19169	"Story County, IA"	county	90750
310M200US11180	Ames Metro Area (IA)	msa	90750
1600000US5323515	"Federal Way, WA"	place	90720
8600000US92683	92683 ZIP Code	zip_code	90640
8600000US92336	92336 ZIP Code	zip_code	90633
1600000US0684550	"Westminster, CA"	place	90625
0500000US21037	"Campbell County, KY"	county	90606
0500000US37023	"Burke County, NC"	county	90591
8600000US78521	78521 ZIP Code	zip_code	90446
1600000US5367167	"Spokane Valley, WA"	place	90385
0500000US42073	"Lawrence County, PA"	county	90374
310M200US35260	New Castle Micro Area (PA)	msa	90374
1600000US0659920	"Redding, CA"	place	90370
8600000US00725	00725 ZIP Code	zip_code	90206
310M200US34180	Moses Lake Micro Area (WA)	msa	90202
0500000US53025	"Grant County, WA"	county	90202
8600000US75052	75052 ZIP Code	zip_code	89743
1600000US4957300	"Orem, UT"	place	89724
8600000US91342	91342 ZIP Code	zip_code	89686
1600000US3473110	"Toms River, NJ"	place	89481
310M200US38240	Pinehurst Micro Area (NC)	msa	89425
0500000US37125	"Moore County, NC"	county	89425
0500000US29021	"Buchanan County, MO"	county	89419
1600000US1245025	"Miami Beach, FL"	place	89412
0500000US24009	"Calvert County, MD"	county	89332
0500000US33009	"Grafton County, NH"	county	89166
0500000US27141	"Sherburne County, MN"	county	89120
1600000US3563460	"Rio Rancho, NM"	place	89098
1600000US0669070	"Santa Barbara, CA"	place	89062
1600000US2432025	"Germantown, MD"	place	89031
1600000US2038900	"Lawrence, KS"	place	88921
310M200US21300	Elmira Metro Area (NY)	msa	88876
0500000US36015	"Chemung County, NY"	county	88876
1600000US2523000	"Fall River, MA"	place	88811
1600000US4967440	"Sandy, UT"	place	88672
310M200US13180	Beaver Dam Micro Area (WI)	msa	88598
0500000US55027	"Dodge County, WI"	county	88598
1600000US1779293	"Waukegan, IL"	place	88560
0500000US42063	"Indiana County, PA"	county	88404
310M200US26860	Indiana Micro Area (PA)	msa	88404
0500000US26087	"Lapeer County, MI"	county	88323
0500000US72137	"Toa Baja Municipio, PR"	county	88195
0500000US26055	"Grand Traverse County, MI"	county	88182
310M200US32740	Meadville Micro Area (PA)	msa	88173
0500000US42039	"Crawford County, PA"	county	88173
0500000US48469	"Victoria County, TX"	county	88068
1600000US4263624	"Reading, PA"	place	87978
0500000US40131	"Rogers County, OK"	county	87730
8600000US10456	10456 ZIP Code	zip_code	87723
1600000US0845970	"Longmont, CO"	place	87607
8600000US90044	90044 ZIP Code	zip_code	87590
310M200US25840	Hermiston Micro Area (OR)	msa	87524
310M200US46380	Ukiah Micro Area (CA)	msa	87497
0500000US06045	"Mendocino County, CA"	county	87497
8600000US10314	10314 ZIP Code	zip_code	87276
1600000US4801924	"Allen, TX"	place	87213
8600000US92704	92704 ZIP Code	zip_code	87208
0500000US72097	"Mayagüez Municipio, PR"	county	87161
8600000US60647	60647 ZIP Code	zip_code	87146
0500000US48005	"Angelina County, TX"	county	87042
310M200US31260	Lufkin Micro Area (TX)	msa	87042
1600000US1257425	"Plantation, FL"	place	86999
1600000US0524550	"Fort Smith, AR"	place	86924
1600000US1269700	"Sunrise, FL"	place	86834
1600000US0613014	"Chico, CA"	place	86833
0500000US54107	"Wood County, WV"	county	86779
1600000US3350260	"Nashua, NH"	place	86766
0500000US55089	"Ozaukee County, WI"	county	86708
1600000US1207300	"Boca Raton, FL"	place	86671
1600000US0955990	"Norwalk, CT"	place	86499
0500000US48231	"Hunt County, TX"	county	86455
8600000US11377	11377 ZIP Code	zip_code	86316
1600000US3728080	"Greenville, NC"	place	86249
1600000US2545560	"Newton, MA"	place	86241
1600000US2717000	"Duluth, MN"	place	86234
8600000US94565	94565 ZIP Code	zip_code	86204
1600000US4841980	"League City, TX"	place	86136
1600000US0668084	"San Leandro, CA"	place	86038
1600000US0651182	"Newport Beach, CA"	place	86001
310M200US18700	Corvallis Metro Area (OR)	msa	85989
0500000US41003	"Benton County, OR"	county	85989
0500000US39119	"Muskingum County, OH"	county	85872
310M200US49780	Zanesville Micro Area (OH)	msa	85872
1600000US0685292	"Whittier, CA"	place	85832
0500000US13247	"Rockdale County, GA"	county	85650
1600000US1217200	"Deltona, FL"	place	85415
310M200US14100	Bloomsburg Metro Area (PA)	msa	85400
1600000US0668196	"San Marcos, CA"	place	85322
0500000US01083	"Limestone County, AL"	county	85264
8600000US60623	60623 ZIP Code	zip_code	85158
1600000US0632548	"Hawthorne, CA"	place	85092
310M200US29860	Laurel Micro Area (MS)	msa	85001
0500000US55109	"St. Croix County, WI"	county	84912
1600000US3702140	"Asheville, NC"	place	84883
0500000US51800	"Suffolk city, VA"	county	84842
1600000US5176432	"Suffolk, VA"	place	84842
8600000US92376	92376 ZIP Code	zip_code	84699
8600000US91744	91744 ZIP Code	zip_code	84674
8600000US92804	92804 ZIP Code	zip_code	84648
1600000US3474000	"Trenton, NJ"	place	84609
1600000US3413690	"Clifton, NJ"	place	84591
0500000US01115	"St. Clair County, AL"	county	84521
8600000US11212	11212 ZIP Code	zip_code	84520
1600000US2706616	"Bloomington, MN"	place	84451
0500000US13297	"Walton County, GA"	county	84397
310M200US40780	Russellville Micro Area (AR)	msa	84262
310M200US14700	Branson Micro Area (MO)	msa	84229
8600000US11230	11230 ZIP Code	zip_code	84219
1600000US0613588	"Citrus Heights, CA"	place	84218
8600000US92154	92154 ZIP Code	zip_code	84060
8600000US60804	60804 ZIP Code	zip_code	84042
0500000US55055	"Jefferson County, WI"	county	83985
310M200US48020	Watertown Micro Area (WI)	msa	83985
0500000US21151	"Madison County, KY"	county	83976
0500000US28081	"Lee County, MS"	county	83964
1600000US1714351	"Cicero, IL"	place	83930
0500000US38015	"Burleigh County, ND"	county	83906
8600000US30043	30043 ZIP Code	zip_code	83855
310M200US33220	Midland Metro Area (MI)	msa	83842
0500000US26111	"Midland County, MI"	county	83842
1600000US0600884	"Alhambra, CA"	place	83799
310M200US36660	Opelousas Micro Area (LA)	msa	83534
0500000US22097	"St. Landry Parish, LA"	county	83534
1600000US7210334	"Caguas, PR"	place	83501
